,Max Torque,Max Torque(Nm)
4188,250Nm@1600-3600rpm,250.0
4189,145Nm@4600rpm,145.0
4190,114Nm@4000rpm,114.0
4191,320Nm@1700-2700rpm,320.0
4192,95Nm@3500rpm,95.0
4193,113.75nm@4000rpm,113.75
4194,151Nm@4850rpm,151.0
4195,114Nm@4000rpm,114.0
4196,480nm@1500-2400rpm,480.0
4197,90Nm@3500rpm,90.0
4198,144Nm@4500rpm,144.0
4199,172Nm@1500-4000rpm,172.0
4200,142.5Nm@1750rpm,142.5
4201,190.24nm@1750-2250rpm,190.24
4203,113Nm@4200rpm,113.0
4204,144Nm@4500rpm,144.0
4206,240Nm@1600-5000rpm ,240.0
4208,110Nm@4800rpm,110.0
4209,69Nm@3500rpm,69.0
4210,113Nm@4400rpm,113.0
4211,178Nm@1750-4500rpm,178.0
4212,113Nm@4400rpm,113.0
4213,113Nm@4200rpm,113.0
4214,350Nm@1750-2500rpm,350.0
4215,172Nm@1500-4000rpm,172.0
4216,300Nm@1250-3000rpm,300.0
4217,113Nm@4200rpm,113.0
4219,114Nm@4000rpm,114.0
4220,99Nm@4500 rpm,99.0
4221,343Nm@1400-2800rpm,343.0
4222,145Nm@4600rpm,145.0
4223,113.8nm@4000rpm,113.8
4224,200Nm@1750rpm,200.0
4226,115Nm@4500rpm,115.0
4227,109Nm@4500rpm,109.0
4228,72Nm@4386rpm,72.0
4229,300Nm@1500-2500rpm,300.0
4231,110Nm@4800rpm,110.0
4232,115Nm@4000rpm,115.0
4233,200Nm@1750rpm,200.0
4234,109Nm@4500rpm,109.0
4235,114.7Nm@4000rpm,114.7
4236,400Nm@1750-2500rpm,400.0
4237,104Nm@4000rpm,104.0
4238,400Nm@1750-2500rpm,400.0
4239,110Nm@4800rpm,110.0
4240,151Nm@4850rpm,151.0
4241,113Nm@3300rpm,113.0
4242,205Nm@1750-3250rpm,205.0
4243,74.5Nm@4000rpm,74.5
4244,219.7Nm@1500-2750rpm,219.7
4245,215Nm@1750-3000rpm,215.0
4246,350Nm@1750-2500rpm,350.0
4247,111.7Nm@4000rpm,111.7
4249,150Nm@4500rpm,150.0
4250,113Nm@4200rpm,113.0
4251,190Nm@2000rpm,190.0
4252,113Nm@4400rpm,113.0
4253,84.33Nm@4500 rpm,84.33
4254,91Nm@4250rpm,91.0
4255,145Nm@4600rpm,145.0
4256,154.9Nm@4200rpm,154.9
4257,115Nm@4000rpm,115.0
4258,146Nm at 4800 rpm,146.0
4259,130Nm@4000rpm,130.0
4260,619Nm@1600-2400rpm,619.0
4261,96Nm@3500rpm,96.0
4262,400Nm@1750-2500rpm,400.0
4263,90Nm@3500rpm,90.0
4264,320Nm@1700-2700rpm,320.0
4265,109Nm@4500rpm,109.0
4268,400Nm@1600-2800rpm,400.0
4269,91Nm@4250rpm,91.0
4270,109Nm@4500rpm,109.0
4271,400Nm@1750-3000rpm,400.0
4272,114.7Nm@4000rpm,114.7
4273,113.8nm@4000rpm,113.8
4274,689Nm@1800rpm,689.0
4275,113.75nm@4000rpm,113.75
4276,300Nm@1600-3000rpm,300.0
4277,111.8Nm@4000rpm,111.8
4278,240Nm@1600-2800rpm,240.0
4279,400Nm@1750-2500rpm,400.0
4282,300Nm@1600-3000rpm,300.0
4283,173Nm@4000rpm,173.0
4284,115Nm@4000rpm,115.0
4285,355Nm@4500rpm,355.0
4286,200Nm@1400-3400rpm,200.0
4287,190Nm@2000rpm,190.0
4288,250Nm@1600-3600rpm,250.0
4289,89Nm@3500rpm,89.0
4290,113Nm@4400rpm,113.0
4291,150Nm@4500rpm,150.0
4292,145Nm@4600rpm,145.0
4293,360Nm@1400-3200rpm,360.0
4294,114.7Nm@4000rpm,114.7
4295,121.5Nm@4200rpm,121.5
4296,180.4Nm@1750-2500rpm,180.4
4297,84Nm@3500rpm,84.0
4298,470Nm@1750-2500rpm,470.0
4299,114.7Nm@4000rpm,114.7
4300,113Nm@4200rpm,113.0
4301,178Nm@1750-4500rpm,178.0
4302,113Nm@4200rpm,113.0
4303,400Nm@1750-2500rpm,400.0
4304,"11.5@4,500 (kgm@rpm)",112.7
4305,200Nm@1750rpm,200.0
4306,113Nm@4200rpm,113.0
4307,113Nm@4200rpm,113.0
4308,215Nm@1750-2500rpm,215.0
4309,190Nm@2000rpm,190.0
4310,259.9Nm@1900-2750rpm,259.9
4311,173Nm@4000rpm,173.0
4312,69Nm@3500rpm,69.0
4313,550Nm@1750-2750rpm,550.0
4314,84.33Nm@4500 rpm,84.33
4315,350Nm@1450-4800rpm,350.0
4316,146Nm at 4800 rpm,146.0
4318,420Nm@1600-2600rpm,420.0
4319,151Nm@4850rpm,151.0
4320,200Nm@1750rpm,200.0
4321,138Nm@4400rpm,138.0
4322,153Nm@3750rpm,153.0
4323,330Nm@1600-2800rpm,330.0
4324,145Nm@4600rpm,145.0
4325,114Nm@4000rpm,114.0
4327,170Nm@1400-4500rpm,170.0
4328,113Nm@4200rpm,113.0
4329,190.24nm@1750-2250rpm,190.24
4330,91Nm@4250rpm,91.0
4331,113.7Nm@4000rpm,113.7
4332,54Nm@3000rpm,54.0
4333,113Nm@4200rpm,113.0
4334,130Nm@4000rpm,130.0
4335,205Nm@1750-3250rpm,205.0
4336,90Nm@3500rpm,90.0
4337,90Nm@3500rpm,90.0
4338,149Nm@4500rpm,149.0
4339,250Nm@1250-5000rpm,250.0
4340,113Nm@4400rpm,113.0
4342,114.73nm@4000rpm,114.73
4343,109Nm@4500rpm,109.0
4344,59Nm@2500rpm,59.0
4345,250Nm@1750-2500rpm,250.0
4346,110Nm@3000-4300rpm,110.0
4347,420Nm@2000rpm,420.0
4348,190Nm@2000rpm,190.0
4349,69Nm@3500rpm,69.0
4350,300Nm@1200-1400rpm,300.0
4351,113Nm@4400rpm,113.0
4352,420Nm@2000-2500rpm,420.0
4353,115Nm@4000rpm,115.0
4354,"145@4,100 (kgm@rpm)",1421.0
4355,204Nm@2000-2750rpm,204.0
4356,450Nm@3500-5000rpm,450.0
4357,134.2nm@4000rpm,134.2
4358,"145@4,100 (kgm@rpm)",1421.0
4359,102Nm@4000rpm,102.0
4360,98.5Nm@4300rpm,98.5
4361,136.8Nm@4400rpm,136.8
4362,"11.4 kgm at 4,000 rpm",111.72000000000001
4363,"24.5 @ 3,500-4,500 (kgm@rpm)",240.10000000000002
4364,190Nm@2000rpm,190.0
4365,111.8Nm@4000rpm,111.8
4366,200Nm@1750rpm,200.0
4367,205Nm@1750-3250rpm,205.0
4368,245nm@4000rpm,245.0
4369,96Nm@3500rpm,96.0
4370,114Nm@4000rpm,114.0
4371,90Nm@3500rpm,90.0
4372,89Nm@3500rpm,89.0
4373,114Nm@4000rpm,114.0
4374,138nm@4400rpm,138.0
4375,172Nm@1500-4000rpm,172.0
4376,84Nm@3500rpm,84.0
4377,300Nm@1200-4000rpm,300.0
4378,195Nm@1400-2200rpm,195.0
4379,280Nm@1800-2800rpm,280.0
4380,145Nm@4600rpm,145.0
4381,115Nm@4200rpm,115.0
4382,154.9Nm@4200rpm,154.9
4383,259.87NM@1500-3000rpm,259.87
4385,175nm@1750-4000rpm,175.0
4386,74.5Nm@4000rpm,74.5
4388,115Nm@4000rpm,115.0
4390,172Nm@1500-4000rpm,172.0
4391,90Nm@3500rpm,90.0
4392,172Nm@1500-4000rpm,172.0
4393,90Nm@3500rpm,90.0
4394,119Nm@4250rpm,119.0
4395,114Nm@3500rpm,114.0
4396,91nm@4250rpm,91.0
4397,91Nm@4250rpm,91.0
4398,180Nm@2000rpm,180.0
4399,84Nm@3500rpm,84.0
4400,400Nm@1750-2500rpm,400.0
4401,90Nm@3500rpm,90.0
4402,90Nm@3500rpm,90.0
4403,350Nm@1750-2500rpm,350.0
4404,350Nm@1750-2500rpm,350.0
4405,171.62nm@1500-4000rpm,171.62
4406,113.8nm@4000rpm,113.8
4407,200Nm@1900rpm,200.0
4408,113.75nm@4000rpm,113.75
4409,350nm@1750-2500rpm,350.0
4410,89Nm@3500rpm,89.0
4411,250nm@1500-2750rpm,250.0
4412,89Nm@3500rpm,89.0
4413,113Nm@4200rpm,113.0
4414,69Nm@3500rpm,69.0
4415,150Nm@4500rpm,150.0
4416,110Nm@4800rpm,110.0
4417,114.7Nm@4000rpm,114.7
4418,500Nm@1600-1800rpm,500.0
4419,470Nm@1750-2500rpm,470.0
4420,113Nm@4400rpm,113.0
4421,300Nm@1250-3000rpm,300.0
4422,113Nm@3300rpm,113.0
4423,350Nm@1750-2500rpm,350.0
4424,95Nm@3000-4300rpm,95.0
4425,95Nm@3000-4300rpm,95.0
4426,72Nm@4250rpm,72.0
4427,400Nm@1750-2500rpm,400.0
4428,89Nm@3500rpm,89.0
4429,113Nm@4200rpm,113.0
4430,140Nm@4200rpm,140.0
4431,113Nm@4200rpm,113.0
4432,90Nm@3500rpm,90.0
4433,115Nm@4000rpm,115.0
4434,330Nm@1600-2800rpm,330.0
4435,113.75nm@4000rpm,113.75
4436,145Nm@4600rpm,145.0
4437,200Nm@1750rpm,200.0
4438,153Nm@3750-3800rpm,153.0
4439,200Nm@1750rpm,200.0
4440,138Nm@4400rpm,138.0
4441,113Nm@4400rpm,113.0
4442,190Nm@1750-2250rpm,190.0
4443,190Nm@2000rpm,190.0
4444,69Nm@3500rpm,69.0
4445,113.8nm@4000rpm,113.8
4446,113Nm@4200rpm,113.0
4447,171.62nm@1500-4000rpm,171.62
4448,89Nm@3500rpm,89.0
4449,120Nm@4250rpm,120.0
4450,113Nm@4400rpm,113.0
4451,400Nm@1500-2500rpm,400.0
4452,104Nm@4000rpm,104.0
4453,99Nm@4500 rpm,99.0
4454,400Nm@1750-2500rpm,400.0
4455,110Nm@3000-4300rpm,110.0
4456,96Nm@2500rpm,96.0
4457,200 Nm @ 1750-3000 rpm,200.0
4458,240Nm@1750rpm,240.0
4459,219.7Nm@1500-2750rpm,219.7
4463,144nm@4500rpm,144.0
4464,114.7Nm@4000rpm,114.7
4465,115Nm@4000rpm,115.0
4466,400Nm@1750-2500rpm,400.0
4467,113.75nm@4000rpm,113.75
4468,115Nm@4000rpm,115.0
4470,113Nm@4200rpm,113.0
4471,138nm@4400rpm,138.0
4472,113Nm@4400rpm,113.0
4473,190Nm@2000rpm,190.0
4474,250Nm@1600-3600rpm,250.0
4475,113Nm@4200rpm,113.0
4477,114.73nm@4000rpm,114.73
4478,90Nm@3500rpm,90.0
4479,146Nm at 4800 rpm,146.0
4480,136.8Nm@4400rpm,136.8
4481,250Nm@1600-3500rpm,250.0
4482,330Nm@1600-2800rpm,330.0
4483,113.75nm@4000rpm,113.75
4484,104Nm@4000rpm,104.0
4485,91Nm@4250rpm,91.0
4486,113Nm@4200rpm,113.0
4487,99.04Nm@4500rpm,99.04
4488,114Nm@4000rpm,114.0
4489,142.5Nm@1750rpm,142.5
4490,200Nm@1750rpm,200.0
4491,145Nm@4600rpm,145.0
4492,115Nm@4000rpm,115.0
4493,99Nm@4500 rpm,99.0
4494,"11.4 kgm at 4,000 rpm",111.72000000000001
4495,72Nm@4250rpm,72.0
4496,130Nm@4000rpm,130.0
4497,400Nm@1750-2500rpm,400.0
4498,"14.9 @ 3,400 (kgm@rpm)",146.02
4499,62Nm@3000rpm,62.0
4500,250Nm@1600-3500rpm,250.0
4501,69Nm@3500rpm,69.0
4502,300Nm@1750-2500rpm,300.0
4503,69Nm@3500rpm,69.0
4504,91nm@4250rpm,91.0
4505,190.24nm@1750-2250rpm,190.24
4506,250Nm@1500-2500rpm,250.0
4507,110Nm@3750rpm,110.0
4508,91nm@4250rpm,91.0
4509,190Nm@2000rpm,190.0
4510,113Nm@4200rpm,113.0
4511,111.7Nm@4000rpm,111.7
4512,190Nm@2000rpm,190.0
4513,154.9Nm@4200rpm,154.9
4514,143.8Nm@4500rpm,143.8
4515,171.62Nm@1500-4000rpm,171.62
4516,200Nm@1750rpm,200.0
4517,115Nm@4000rpm,115.0
4518,115Nm@4000rpm,115.0
4519,400Nm@1750-2500rpm,400.0
4520,138nm@4400rpm,138.0
4521,400Nm@1600-2800rpm,400.0
4522,254Nm@1600rpm,254.0
4523,330Nm@1600-2800rpm,330.0
4524,259.87nm@1500-3000rpm,259.87
4525,151Nm@4850rpm,151.0
4526,96.1Nm@3000rpm,96.1
4527,259.9Nm@1900-2750rpm,259.9
4528,110Nm@3750rpm,110.0
4529,380Nm@1750-2500rpm,380.0
4530,89Nm@3500rpm,89.0
4531,350Nm@1750-2500rpm,350.0
4532,99Nm@4500 rpm,99.0
4533,115Nm@4000rpm,115.0
4534,290Nm@1800-2800rpm,290.0
4535,69Nm@3500rpm,69.0
4536,125Nm@2000rpm,125.0
4537,400Nm@1600-2800rpm,400.0
4538,259.9Nm@1900-2750rpm,259.9
4539,170Nm@1800-2400rpm,170.0
4540,113.75nm@4000rpm,113.75
4541,190Nm@2000rpm,190.0
4542,145Nm@4300rpm,145.0
4543,219.7Nm@1500-2750rpm,219.7
4544,114.7Nm@4000rpm,114.7
4545,145Nm@4600rpm,145.0
4546,125Nm@2000rpm,125.0
4547,110Nm@4800rpm,110.0
4548,69Nm@3500rpm,69.0
4549,420Nm@1600-2600rpm,420.0
4550,99.04Nm@4500rpm,99.04
4551,113Nm@4200rpm,113.0
4552,91Nm@4250rpm,91.0
4553,113.75nm@4000rpm,113.75
4555,113Nm@4400rpm,113.0
4556,140Nm@1500-4000rpm,140.0
4557,225Nm@1500-2500rpm,225.0
4558,219.7Nm@1500-2750rpm,219.7
4559,330Nm@1600-2800rpm,330.0
4560,200Nm@1750rpm,200.0
4561,620Nm@1600-2400rpm,620.0
4562,91Nm@4250rpm,91.0
4563,380Nm@1750-2500rpm,380.0
4564,109Nm@4500rpm,109.0
4565,91Nm@4250rpm,91.0
4566,"42 @ 2,000 (kgm@rpm)",411.6
4567,113Nm@4200rpm,113.0
4568,113Nm@4400rpm,113.0
4569,170Nm@1800-2400rpm,170.0
4570,113nm@3300rpm,113.0
4571,160Nm@1750rpm,160.0
4572,114.7Nm@4000rpm,114.7
4573,111.8Nm@4000rpm,111.8
4574,300Nm@1600-3000rpm,300.0
4575,145Nm@4600rpm,145.0
4576,400Nm@1750-2500rpm,400.0
4577,500Nm@1600-1800rpm,500.0
4578,500Nm@1600-1800rpm,500.0
4579,380Nm@1750-2750rpm,380.0
4580,380Nm@1750-2500rpm,380.0
4581,190Nm@2000rpm,190.0
4582,113.75nm@4000rpm,113.75
4583,114Nm@4000rpm,114.0
4584,115Nm@4000rpm,115.0
4585,89Nm@3500rpm,89.0
4586,320Nm@1750-2500rpm,320.0
4587,113Nm@4400rpm,113.0
4588,130Nm@4000rpm,130.0
4589,91Nm@4250rpm,91.0
4590,150Nm@4500rpm,150.0
4591,96.1Nm@3000rpm,96.1
4592,114.7Nm@4000rpm,114.7
4593,111.7Nm@4000rpm,111.7
4595,145Nm@4600rpm,145.0
4596,113Nm@3300rpm,113.0
4597,96Nm@3500rpm,96.0
4598,250Nm@2500-4000rpm,250.0
4599,89Nm@3500rpm,89.0
4600,145Nm@4600rpm,145.0
4601,"16.3 @ 2,000 (kgm@rpm)",159.74
4602,113nm@4200rpm,113.0
4603,102Nm@4000rpm,102.0
4604,69Nm@3500rpm,69.0
4605,89Nm@3500rpm,89.0
4606,200Nm@1750rpm,200.0
4607,111.7Nm@4000rpm,111.7
4608,115Nm@4000rpm,115.0
4609,114Nm@4000rpm,114.0
4610,69Nm@3500rpm,69.0
4611,115Nm@4000rpm,115.0
4612,69Nm@3500rpm,69.0
4613,120Nm@4250rpm,120.0
4614,520Nm@2500-5000rpm,520.0
4615,113Nm@4200rpm,113.0
4616,96.1Nm@3000rpm,96.1
4618,113Nm@4200rpm,113.0
4619,259.8Nm@1900-2750rpm,259.8
4620,90Nm@3500rpm,90.0
4621,138nm@4400rpm,138.0
4622,145Nm@4300rpm,145.0
4623,145Nm@4600rpm,145.0
4624,91Nm@4250rpm,91.0
4625,113Nm@4200rpm,113.0
4626,200Nm@1750rpm,200.0
4627,113Nm@4400rpm,113.0
4628,109Nm@4500rpm,109.0
4629,117nm@4000rpm,117.0
4630,115Nm@4000rpm,115.0
4631,115Nm@4000rpm,115.0
4632,114Nm@4000rpm,114.0
4633,114.7Nm@4000rpm,114.7
4634,115Nm@4000rpm,115.0
4635,114Nm@3500rpm,114.0
4636,110Nm@4800rpm,110.0
4637,350Nm@1750-2500rpm,350.0
4638,250Nm@1500-2500rpm,250.0
4639,117nm@4000rpm,117.0
4640,90Nm@3500rpm,90.0
4641,350Nm@1750-2500rpm,350.0
4642,113Nm@3300rpm,113.0
4643,114.7Nm@4000rpm,114.7
4644,91Nm@4250rpm,91.0
4645,146Nm@4800rpm,146.0
4646,350Nm@1750-2500rpm,350.0
4647,114.7Nm@4000rpm,114.7
4648,90Nm@3500rpm,90.0
4649,250Nm@1750-2500rpm,250.0
4650,89Nm@3500rpm,89.0
4651,90Nm@3500rpm,90.0
4652,104Nm@4000rpm,104.0
4653,113.8nm@4000rpm,113.8
4654,72Nm@4386rpm,72.0
4655,113.75nm@4000rpm,113.75
4656,113Nm@4200rpm,113.0
4657,113.75nm@4000rpm,113.75
4658,400Nm@2000rpm,400.0
4659,82.1Nm@3400rpm,82.1
4660,145Nm@4600rpm,145.0
4661,200Nm@1750rpm,200.0
4662,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
4663,200Nm@1750rpm,200.0
4664,113Nm@4200rpm,113.0
4665,200Nm@1750rpm,200.0
4666,172Nm@1500-4000rpm,172.0
4667,114Nm@4000rpm,114.0
4668,69Nm@3500rpm,69.0
4669,190Nm@2000rpm,190.0
4670,95Nm@2950-3800rpm,95.0
4671,190Nm@2000rpm,190.0
4672,113.75nm@4000rpm,113.75
4673,113Nm@4400rpm,113.0
4674,190Nm@2000rpm,190.0
4675,99Nm@4500 rpm,99.0
4676,350Nm@1500-3500rpm,350.0
4677,"14.9 @ 3,000 (kgm@rpm)",146.02
4678,300Nm@1750-2500rpm,300.0
4679,151Nm@4850rpm,151.0
4680,190Nm@2000rpm,190.0
4681,200Nm@1750-3000rpm,200.0
4682,240Nm@1600-2800rpm,240.0
4683,113Nm@4400rpm,113.0
4684,145Nm@4600rpm,145.0
4685,103Nm@4500rpm,103.0
4686,150Nm@4500rpm,150.0
4687,115Nm@4000rpm,115.0
4688,180.4Nm@1750-2500rpm,180.4
4689,114Nm@4000rpm,114.0
4690,200Nm@1750rpm,200.0
4691,113.75nm@4000rpm,113.75
4692,90Nm@3500rpm,90.0
4693,102Nm@4000rpm,102.0
4694,99Nm@4500 rpm,99.0
4695,219.6Nm@1500-2750rpm,219.6
4696,96.1Nm@3000rpm,96.1
4697,259.9Nm@1900-2750rpm,259.9
4698,145Nm@4600rpm,145.0
4699,190Nm@1750-2250rpm,190.0
4700,180.4Nm@1750-2500rpm,180.4
4701,259.9Nm@1900-2750rpm,259.9
4702,90Nm@3500rpm,90.0
4703,90Nm@3500rpm,90.0
4704,113Nm@4200rpm,113.0
4705,400Nm@1400-2800rpm,400.0
4706,115Nm@4000rpm,115.0
4707,113.75nm@4000rpm,113.75
4708,150Nm@1700-4500rpm,150.0
4709,113Nm@4400rpm,113.0
4710,200Nm@1750-3000rpm,200.0
4711,145Nm@4600rpm,145.0
4712,113Nm@4400rpm,113.0
4713,190Nm@2000rpm,190.0
4714,115Nm@4000rpm,115.0
4715,160Nm@2000rpm,160.0
4716,430Nm@1750-2500rpm,430.0
4717,320Nm@1750-2500rpm,320.0
4718,360Nm@1750-2800rpm,360.0
4719,90Nm@3500rpm,90.0
4720,150Nm@1700-4500rpm,150.0
4721,600Nm@2000rpm,600.0
4723,90Nm@3500rpm,90.0
4724,90Nm@3500rpm,90.0
4725,380Nm@1750-2500rpm,380.0
4726,115Nm@4000rpm,115.0
4727,250Nm@1500-3000rpm,250.0
4729,113.75nm@4000rpm,113.75
4730,200Nm@1750rpm,200.0
4731,160Nm@1750rpm,160.0
4732,175nm@1750-4000rpm,175.0
4733,350Nm@1750-2500rpm,350.0
4734,114.74Nm@4200rpm,114.74
4735,99.04Nm@4500rpm,99.04
4736,20.4@1400-3400 (kgm@rpm),199.92
4737,200Nm@1750rpm,200.0
4738,320Nm@1750-2500rpm,320.0
4740,172.5 Nm@1750rpm,172.5
4741,190Nm@2000rpm,190.0
4742,113Nm@4200rpm,113.0
4743,245Nm@1750rpm,245.0
4744,109Nm@4500rpm,109.0
4745,178Nm@1750-4500rpm,178.0
4746,115Nm@4000rpm,115.0
4747,104Nm@4000rpm,104.0
4748,145Nm@4600rpm,145.0
4749,250Nm@1500-2500rpm,250.0
4750,200Nm@1750rpm,200.0
4751,142Nm@4000rpm,142.0
4752,99Nm@4500 rpm,99.0
4754,172Nm@1500-4000rpm,172.0
4755,160Nm@2000rpm,160.0
4756,370Nm@1600-4300bhp,370.0
4757,115Nm@4000rpm,115.0
4758,190Nm@2000rpm,190.0
4759,109Nm@4500rpm,109.0
4760,259.9Nm@1900-2750rpm,259.9
4761,113Nm@4400rpm,113.0
4762,113Nm@4200rpm,113.0
4763,114Nm@3500rpm,114.0
4764,259.88Nm@1900-2750rpm,259.88
4765,98.5Nm@4300rpm,98.5
4766,260Nm@1500-2750rpm,260.0
4767,200Nm@1750rpm,200.0
4768,172Nm@1500-4000rpm,172.0
4769,136.8Nm@4400rpm,136.8
4770,219.7Nm@1500-2750rpm,219.7
4771,90Nm@3500rpm,90.0
4772,250Nm@1500-2500rpm,250.0
4773,90Nm@3500rpm,90.0
4774,220Nm@1500-2750rpm,220.0
4775,400Nm@1750-2500rpm,400.0
4776,560Nm@1500-3000rpm,560.0
4777,146Nm@4800rpm,146.0
4778,190.24nm@1750-2250rpm,190.24
4779,138nm@4400rpm,138.0
4780,250Nm@1500-3000rpm,250.0
4781,113.75nm@4000rpm,113.75
4782,113Nm@4400rpm,113.0
4783,113Nm@4400rpm,113.0
4784,330Nm@1600-2800rpm,330.0
4785,91nm@4250rpm,91.0
4786,69Nm@3500rpm,69.0
4787,115Nm@4000rpm,115.0
4788,111.8Nm@4000rpm,111.8
4789,170Nm@1400-4500rpm,170.0
4790,145Nm@4600rpm,145.0
4791,90Nm@3500rpm,90.0
4792,200Nm@1750rpm,200.0
4793,350Nm@1750-2500rpm,350.0
4794,300Nm@1500-2500rpm,300.0
4795,113.8nm@4000rpm,113.8
4796,171.6Nm@1500-4000rpm,171.6
4797,113Nm@4400rpm,113.0
4798,115Nm@4000rpm,115.0
4799,138Nm@4400rpm,138.0
4800,114Nm@3500rpm,114.0
4801,219.7Nm@1500-2750rpm,219.7
4802,145Nm@4600rpm,145.0
4803,90Nm@3500rpm,90.0
4804,250Nm@1600-3600rpm,250.0
4805,69Nm@3500rpm,69.0
4806,170Nm@1750-4000rpm,170.0
4807,96Nm@3500rpm,96.0
4808,350Nm@1750-2500rpm,350.0
4809,470Nm@1750-2500rpm,470.0
4810,218Nm@4200rpm,218.0
4811,430Nm@1750-2500rpm,430.0
4812,200 Nm @ 1750-3000 rpm,200.0
4813,90Nm@3500rpm,90.0
4814,91Nm@4250rpm,91.0
4815,160Nm@1500-2750rpm,160.0
4816,219.7Nm@1500-2750rpm,219.7
4817,224nm@1500-2750rpm,224.0
4818,90Nm@3500rpm,90.0
4819,96Nm@3500rpm,96.0
4820,145Nm@4600rpm,145.0
4821,138Nm@4400rpm,138.0
4822,113Nm@3300rpm,113.0
4823,111.8Nm@4000rpm,111.8
4824,113.8nm@4000rpm,113.8
4825,69Nm@3500rpm,69.0
4826,154.9Nm@4200rpm,154.9
4827,114.7Nm@4000rpm,114.7
4828,114Nm@4000rpm,114.0
4829,114.73nm@4000rpm,114.73
4830,400Nm,400.0
4831,149Nm@4500rpm,149.0
4832,"11.4 kgm at 4,000 rpm",111.72000000000001
4833,113Nm@4200rpm,113.0
4834,99Nm@4500 rpm,99.0
4835,114.7Nm@4000rpm,114.7
4836,114.7Nm@4000rpm,114.7
4837,200Nm@1750rpm,200.0
4838,145Nm@4600rpm,145.0
4839,69Nm@3500rpm,69.0
4840,134Nm@4000rpm,134.0
4841,99.04Nm@4500rpm,99.04
4842,250Nm@1500-2500rpm,250.0
4843,113Nm@3300rpm,113.0
4844,114.7Nm@4000rpm,114.7
4845,320Nm@1750-2500rpm,320.0
4846,113Nm@4400rpm,113.0
4847,138Nm@4400rpm,138.0
4848,400Nm@1400-2800rpm,400.0
4849,"12.7 @ 2,700 (kgm@rpm)",124.46000000000001
4850,380Nm@1750-2500rpm,380.0
4851,380Nm@1750-2500rpm,380.0
4852,450Nm@2000rpm,450.0
4853,450Nm@2000rpm,450.0
4854,450Nm@2000rpm,450.0
4855,69Nm@3500rpm,69.0
4856,113Nm@4200rpm,113.0
4857,400Nm@1500-2850rpm,400.0
4858,111.7Nm@4000rpm,111.7
4859,90Nm@3500rpm,90.0
4860,600Nm@2000rpm,600.0
4861,190Nm@2000rpm,190.0
4862,62Nm@3000rpm,62.0
4863,115Nm@4000rpm,115.0
4864,114.7Nm@4000rpm,114.7
4865,90Nm@3500rpm,90.0
4866,113.75nm@4000rpm,113.75
4867,200Nm@1750rpm,200.0
4868,385Nm@1600-2500rpm,385.0
4869,150Nm@1750rpm,150.0
4870,420Nm@1400-2600rpm,420.0
4871,250Nm@1500-2500rpm,250.0
4872,190Nm@2000rpm,190.0
4873,190Nm@2000rpm,190.0
4874,113Nm@4400rpm,113.0
4875,290Nm@1800-2800rpm,290.0
4876,113Nm@4400rpm,113.0
4877,240Nm@1750rpm,240.0
4878,173Nm@4000rpm,173.0
4879,114.7Nm@4000rpm,114.7
4880,259.9Nm@1900-2750rpm,259.9
4881,90Nm@3500rpm,90.0
4882,90Nm@3500rpm,90.0
4883,"23.6 @ 4,250 (kgm@rpm)",231.28000000000003
4884,113Nm@4400rpm,113.0
4885,172nm@1500-4000rpm,172.0
4886,242nm@1500-3200rpm,242.0
4887,111.7Nm@4000rpm,111.7
4888,259.87nm@1500-3000rpm,259.87
4889,200Nm@2000-3500rpm,200.0
4890,259.9Nm@1900-2750rpm,259.9
4891,245nm@4000rpm,245.0
4892,138Nm@4400rpm,138.0
4893,151Nm@4850rpm,151.0
4894,160Nm@2800-3600rpm,160.0
4895,113Nm@4200rpm,113.0
4896,140Nm@4200rpm,140.0
4897,140Nm@4400rpm,140.0
4898,90Nm@3500rpm,90.0
4899,250Nm@1500-3000rpm,250.0
4900,350Nm@1750-2500rpm,350.0
4901,190Nm@2000rpm,190.0
4902,200Nm@1750rpm,200.0
4903,190Nm@2000rpm,190.0
4904,72Nm@4386rpm,72.0
4905,114.7Nm@4000rpm,114.7
4906,113Nm@4200rpm,113.0
4907,178Nm@1750-4500rpm,178.0
4908,111.8Nm@4000rpm,111.8
4909,215nm@1750-2500rpm,215.0
4910,113Nm@4200rpm,113.0
4911,190Nm@2000rpm,190.0
4912,109Nm@4500rpm,109.0
4913,151Nm@4850rpm,151.0
4914,113Nm@4400rpm,113.0
4915,259.9Nm@1900-2750rpm,259.9
4916,115Nm@4000rpm,115.0
4917,111.7Nm@4000rpm,111.7
4918,113Nm@3300rpm,113.0
4919,259.87nm@1500-3000rpm,259.87
4920,190Nm@2000rpm,190.0
4921,109Nm@4500rpm,109.0
4922,380Nm@1750-2500rpm,380.0
4923,138Nm@4400rpm,138.0
4924,140Nm@4500rpm,140.0
4925,90Nm@3500rpm,90.0
4926,20.4@1400-3400 (kgm@rpm),199.92
4927,250nm@1500-2750rpm,250.0
4928,111.8Nm@4000rpm,111.8
4929,171.6Nm@1500-4000rpm,171.6
4930,91Nm@4250rpm,91.0
4931,145Nm@4600rpm,145.0
4932,111.8Nm@4000rpm,111.8
4933,450nm@3500-5000rpm,450.0
4934,113Nm@3300rpm,113.0
4935,114.7Nm@4000rpm,114.7
4936,110Nm@4800rpm,110.0
