,Max Torque,Max Torque(Nm)
2525,138Nm@4400rpm,138.0
2526,153Nm@3800rpm,153.0
2527,110Nm@4800rpm,110.0
2528,138nm@4400rpm,138.0
2529,110Nm@4800rpm,110.0
2530,72Nm@4250rpm,72.0
2531,138Nm@4400rpm,138.0
2532,260Nm@1500-2750rpm,260.0
2533,259.9Nm@1900-2750rpm,259.9
2534,180Nm@2000rpm,180.0
2535,215Nm@1750-3000rpm,215.0
2537,320Nm@1750-3000rpm,320.0
2538,102Nm@4000rpm,102.0
2539,130Nm@4000rpm,130.0
2540,113.8nm@4000rpm,113.8
2541,115Nm@4000rpm,115.0
2542,150Nm@4500rpm,150.0
2543,"145@4,100 (kgm@rpm)",1421.0
2544,69Nm@3500rpm,69.0
2545,91Nm@4250rpm,91.0
2546,160Nm@2000rpm,160.0
2547,160Nm@2800-3600rpm,160.0
2548,114Nm@4000rpm,114.0
2549,119nm@4250rpm,119.0
2550,89Nm@3500rpm,89.0
2551,98Nm@3000rpm,98.0
2552,190Nm@2000rpm,190.0
2554,190Nm@1750-2250rpm,190.0
2555,130Nm@4000rpm,130.0
2556,140Nm@1500-4000rpm,140.0
2561,72Nm@4386rpm,72.0
2562,69Nm@3500rpm,69.0
2564,117nm@4000rpm,117.0
2565,113Nm@4200rpm,113.0
2566,110Nm@4800rpm,110.0
2567,205Nm@1750-3250rpm,205.0
2568,360Nm@1400-2600rpm,360.0
2569,145Nm@4300rpm,145.0
2570,72Nm@4386rpm,72.0
2571,380nm@1800-2800rpm,380.0
2572,110Nm@4800rpm,110.0
2573,190Nm@1750-2250rpm,190.0
2574,153Nm@3800rpm,153.0
2575,145Nm@4600rpm,145.0
2576,146Nm at 4800 rpm,146.0
2577,113.75nm@4000rpm,113.75
2578,114Nm@4000rpm,114.0
2579,200Nm@1750rpm,200.0
2580,400Nm@1750-2500rpm,400.0
2581,150Nm@4500rpm,150.0
2582,140Nm@1500-5500rpm,140.0
2583,110Nm@4800rpm,110.0
2584,113Nm@4200rpm,113.0
2585,140Nm@4400rpm,140.0
2586,200Nm@1750rpm,200.0
2587,320Nm@1600-2800rpm,320.0
2588,111.7Nm@4000rpm,111.7
2589,114Nm@3500rpm,114.0
2590,114Nm@4000rpm,114.0
2591,197Nm@1750rpm,197.0
2592,175nm@1750-4000rpm,175.0
2593,180Nm@2000rpm,180.0
2594,96.1Nm@3000rpm,96.1
2595,140Nm@1800-3000rpm,140.0
2596,132Nm@3000rpm,132.0
2597,104Nm@4000rpm,104.0
2598,114Nm@4000rpm,114.0
2599,90Nm@3500rpm,90.0
2600,99.04Nm@4500rpm,99.04
2601,114Nm@4000rpm,114.0
2602,172Nm@1500-4000rpm,172.0
2603,113Nm@4200rpm,113.0
2604,90Nm@3500rpm,90.0
2605,111.7Nm@4000rpm,111.7
2606,114.7Nm@4000rpm,114.7
2607,74.5Nm@4000rpm,74.5
2608,200Nm@1750rpm,200.0
2609,146Nm@4800rpm,146.0
2610,114.7Nm@4000rpm,114.7
2611,114Nm@3500rpm,114.0
2612,99.04Nm@4500rpm,99.04
2613,200Nm@1750rpm,200.0
2614,350Nm@1750-2500rpm,350.0
2615,"16@2,000 (kgm@rpm)",156.8
2618,110Nm@4800rpm,110.0
2619,100Nm@2700rpm,100.0
2620,150Nm@1750rpm,150.0
2621,146Nm at 4800 rpm,146.0
2622,250Nm@1500-2500rpm,250.0
2623,160Nm@1750rpm,160.0
2624,153Nm@3800rpm,153.0
2625,104Nm@4000rpm,104.0
2626,153Nm@3750rpm,153.0
2627,104Nm@4000rpm,104.0
2628,114Nm@4000rpm,114.0
2629,151Nm@4850rpm,151.0
2630,96Nm@3500rpm,96.0
2631,500Nm@1600-1800rpm,500.0
2632,110Nm@3750rpm,110.0
2633,154.9Nm@4200rpm,154.9
2634,113Nm@4400rpm,113.0
2635,219.6Nm@1750-2750rpm,219.6
2636,110Nm@4800rpm,110.0
2637,114.7Nm@4000rpm,114.7
2638,90Nm@3500rpm,90.0
2639,114Nm@4000rpm,114.0
2640,230Nm@1500-2500rpm,230.0
2641,140Nm@4200rpm,140.0
2642,96Nm@3500rpm,96.0
2643,130Nm@4000rpm,130.0
2644,89Nm@3500rpm,89.0
2645,113Nm@4200rpm,113.0
2646,99.04Nm@4500rpm,99.04
2647,117nm@4000rpm,117.0
2648,205Nm@1750-3250rpm,205.0
2649,110Nm@4800rpm,110.0
2650,115Nm@3500-3600rpm,115.0
2652,400Nm@1750rpm,400.0
2653,113Nm@4200rpm,113.0
2654,117nm@4000rpm,117.0
2655,148  Nm @ 3500  rpm,148.0
2656,230Nm@1500-2250rpm,230.0
2657,113Nm@4200rpm,113.0
2658,380Nm@1750-2750rpm,380.0
2659,436.39Nm@1800-2500rpm,436.39
2660,186Nm@1800rpm,186.0
2661,104Nm@4000rpm,104.0
2662,254NM @ 1600rpm,254.0
2663,340Nm@1800-3250rpm,340.0
2664,114Nm@4000rpm,114.0
2665,99Nm@4500 rpm,99.0
2666,172.5Nm@1750rpm,172.5
2667,154.9Nm@4200rpm,154.9
2668,440Nm@1500-3250rpm,440.0
2669,114Nm@3500rpm,114.0
2670,72Nm@4386rpm,72.0
2671,400Nm@2000-2500rpm,400.0
2672,400Nm@2000-2500rpm,400.0
2673,230Nm@1500-2500rpm,230.0
2674,113.75Nm@4000rpm,113.75
2675,"42 @ 2,000 (kgm@rpm)",411.6
2676,130Nm@4000rpm,130.0
2677,"32.6@1,750-2,500 (kgm@rpm)",319.48
2678,90Nm@3500rpm,90.0
2679,343Nm@1400-2800rpm,343.0
2680,111.7Nm@4000rpm,111.7
2681,151Nm@4850rpm,151.0
2682,200Nm@1250-3000rpm,200.0
2683,205Nm@1800-2800rpm,205.0
2684,113Nm@4400rpm,113.0
2685,200Nm@1750rpm,200.0
2686,110Nm@4800rpm,110.0
2687,113.8nm@4000rpm,113.8
2688,145Nm@4600rpm,145.0
2689,145Nm@4300rpm,145.0
2690,192.2Nm@4000rpm,192.2
2691,320Nm@1750-2500rpm,320.0
2692,250Nm@1500-2500rpm,250.0
2693,89Nm@3500rpm,89.0
2694,450Nm@1500-5200rpm,450.0
2695,115Nm@4000rpm,115.0
2696,290Nm@1800-2800rpm,290.0
2697,175Nm@1500-4100rpm,175.0
2698,200Nm@1750rpm,200.0
2699,400Nm@1750-2500rpm,400.0
2700,250Nm@1500-3000rpm,250.0
2701,259.87nm@1500-3000rpm,259.87
2702,132Nm@3000rpm,132.0
2703,95Nm@3000-4300rpm,95.0
2704,69Nm@3500rpm,69.0
2705,160Nm@2800-3600rpm,160.0
2706,"42 @ 2,000 (kgm@rpm)",411.6
2707,138nm@4400rpm,138.0
2708,102Nm@4000rpm,102.0
2709,104Nm@4000rpm,104.0
2710,178Nm@1750-4500rpm,178.0
2711,300Nm,300.0
2712,196Nm@5000rpm,196.0
2713,89Nm@3500rpm,89.0
2714,215Nm@1750-2500rpm,215.0
2715,171.6Nm@1500-4000rpm,171.6
2716,200Nm@1750rpm,200.0
2717,178Nm@1750-4500rpm,178.0
2718,160Nm@1500-2750rpm,160.0
2719,400Nm@1600-2800rpm,400.0
2720,500Nm@1600-1800rpm,500.0
2721,115Nm@3250+/-100rpm,115.0
2722,114Nm@3500rpm,114.0
2723,153Nm@3800rpm,153.0
2724,151Nm@4850rpm,151.0
2725,74.5Nm@4000rpm,74.5
2726,72Nm@4386rpm,72.0
2727,145Nm@4600rpm,145.0
2728,340Nm@1750rpm,340.0
2729,114.73nm@4000rpm,114.73
2730,72Nm@4386rpm,72.0
2731,400Nm@1400-2800rpm,400.0
2732,213Nm@4500rpm,213.0
2733,620Nm@1600-2400rpm,620.0
2734,400nm@1750-2500rpm,400.0
2735,138Nm@4400rpm,138.0
2736,151Nm@4850rpm,151.0
2737,150Nm@4500rpm,150.0
2738,"11.4 kgm at 4,000 rpm",111.72000000000001
2739,111.7Nm@4000rpm,111.7
2740,250nm@1500-2750rpm,250.0
2741,115Nm@4000rpm,115.0
2742,95Nm@3500rpm,95.0
2743,171.62Nm@1500-4000rpm,171.62
2744,69Nm@3500rpm,69.0
2745,110Nm@4800rpm,110.0
2746,250Nm@1600-3600rpm,250.0
2747,151Nm@4850rpm,151.0
2748,134Nm@4000rpm,134.0
2749,190nm@1750-2250rpm,190.0
2750,90Nm@3500rpm,90.0
2752,90Nm@3500rpm,90.0
2753,72Nm@4386rpm,72.0
2754,250Nm@1600-3600rpm,250.0
2755,110 (11.2) @ 4800,110.0
2756,110Nm@4800rpm,110.0
2757,62Nm@3000rpm,62.0
2759,104Nm@4000rpm,104.0
2760,500nm@1370-4500,500.0
2761,250Nm@1500-3000rpm,250.0
2762,109Nm@4500rpm,109.0
2763,400Nm@1750-2500rpm,400.0
2764,72Nm@4386rpm,72.0
2765,69Nm@3500rpm,69.0
2766,204Nm@2000-2750rpm,204.0
2767,104Nm@4000rpm,104.0
2768,160Nm@2000rpm,160.0
2769,89Nm@3500rpm,89.0
2770,190Nm@1750-2250rpm,190.0
2771,380Nm@1750-2500rpm,380.0
2772,200Nm@1750rpm,200.0
2773,320Nm@1400-4100rpm,320.0
2774,320Nm@1400-4100rpm,320.0
2779,250Nm@1600-3600rpm,250.0
2780,146Nm at 4800 rpm,146.0
2781,74.5Nm@4000rpm,74.5
2782,113Nm@4400rpm,113.0
2783,111.7Nm@4000rpm,111.7
2784,90Nm@3500rpm,90.0
2785,175nm@1750-4000rpm,175.0
2786,151nm@4850rpm,151.0
2787,248Nm@2250rpm,248.0
2788,200Nm@1750rpm,200.0
2789,69Nm@3500rpm,69.0
2790,160Nm@2800-3600rpm,160.0
2791,91Nm@4250rpm,91.0
2792,95Nm@3000-4300rpm,95.0
2793,90Nm@3500rpm,90.0
2794,343Nm@1400-3400rpm,343.0
2795,500Nm@1600-1800rpm,500.0
2796,340nm@1750-3000rpm,340.0
2797,109Nm@4500rpm,109.0
2798,250Nm@1500-3500rpm,250.0
2799,96Nm@3500rpm,96.0
2800,153Nm@3750-3800rpm,153.0
2801,90Nm@3500rpm,90.0
2802,149Nm@4500rpm,149.0
2803,151Nm@4850rpm,151.0
2804,178Nm@1750-4500rpm,178.0
2805,170nm@1750-4000rpm,170.0
2806,400Nm@1750-2500rpm,400.0
2807,113Nm@3300rpm,113.0
2808,113.8nm@4000rpm,113.8
2809,250Nm@1750-2500rpm,250.0
2810,90Nm@3500rpm,90.0
2811,600Nm@1750-2250rpm,600.0
2812,171.62nm@1500-4000rpm,171.62
2813,90Nm@3500rpm,90.0
2814,62Nm@3000rpm,62.0
2815,200Nm@1750rpm,200.0
2816,215Nm@1750-2500rpm,215.0
2817,221Nm@3600-5200rpm,221.0
2818,200Nm@1750rpm,200.0
2819,250Nm@1500-2500rpm,250.0
2820,202Nm@3600-5200rpm,202.0
2821,200Nm@1750rpm,200.0
2822,91Nm@4250rpm,91.0
2823,430Nm@1750-2500rpm,430.0
2824,200Nm@1750rpm,200.0
2825,132Nm@3000rpm,132.0
2826,"11.4 kgm at 4,000 rpm",111.72000000000001
2827,200Nm@1750rpm,200.0
2828,250Nm@1500-3500rpm,250.0
2829,114Nm@4000rpm,114.0
2830,115Nm@3250+/-100rpm,115.0
2831,320Nm@1400-4100rpm,320.0
2832,250nm@1500-3500rpm,250.0
2833,380Nm@1750-2500rpm,380.0
2834,171.62Nm@1500-4000rpm,171.62
2835,150Nm@1750rpm,150.0
2836,400Nm@1750-2500rpm,400.0
2837,500Nm@1400-3250rpm,500.0
2838,619Nm@1600-2400rpm,619.0
2839,242nm@1500-3200rpm,242.0
2840,178Nm@1750-4500rpm,178.0
2841,104Nm@4400rpm,104.0
2842,144Nm@4400rpm,144.0
2843,104Nm@4000rpm,104.0
2844,"11.4 kgm at 4,000 rpm",111.72000000000001
2845,242nm@1500-3200rpm,242.0
2846,104Nm@4000rpm,104.0
2848,350Nm@1750-2500rpm,350.0
2849,95Nm@3000-4300rpm,95.0
2850,400Nm@1550-4400rpm,400.0
2851,150Nm@4500rpm,150.0
2852,380Nm@1750-2500rpm,380.0
2853,153Nm@3800rpm,153.0
2854,380Nm@1750-3000rpm,380.0
2855,380Nm@1750-3000rpm,380.0
2857,172Nm@1500-4000rpm,172.0
2859,113.8nm@4000rpm,113.8
2860,72Nm@4386rpm,72.0
2861,150Nm@4500rpm,150.0
2862,113.8nm@4000rpm,113.8
2863,111.7Nm@4000rpm,111.7
2864,114Nm@3500rpm,114.0
2865,320Nm@1750-3000rpm,320.0
2866,200Nm@1750rpm,200.0
2867,90Nm@3500rpm,90.0
2868,138Nm@4400rpm,138.0
2869,89Nm@3500rpm,89.0
2870,90Nm@3500rpm,90.0
2871,400nm@1750-2500rpm,400.0
2872,240Nm@1600-2800rpm,240.0
2873,380Nm@1750-2500rpm,380.0
2874,300Nm@1200-1400rpm,300.0
2875,380Nm@1750-2500rpm,380.0
2876,190Nm@4300rpm,190.0
2877,"11.4 kgm at 4,000 rpm",111.72000000000001
2878,240Nm@1750rpm,240.0
2879,197Nm@1750rpm,197.0
2880,89Nm@3500rpm,89.0
2881,220Nm@1500-2750rpm,220.0
2882,110Nm@4800rpm,110.0
2883,96.1Nm@3000rpm,96.1
2884,171.6Nm@1500-4000rpm,171.6
2885,173Nm@4000rpm,173.0
2886,114Nm@3500rpm,114.0
2887,254NM @ 1600rpm,254.0
2888,153Nm@3800rpm,153.0
2889,230Nm@1500-2500rpm,230.0
2890,250Nm@1600-3500rpm,250.0
2891,140Nm@1800-3000rpm,140.0
2892,280Nm@1800-2800rpm,280.0
2893,500Nm@1600-1800rpm,500.0
2894,160Nm@2000rpm,160.0
2895,113Nm@4200rpm,113.0
2896,200Nm@1750rpm,200.0
2897,170Nm@1750-4000rpm,170.0
2898,340Nm@1750-2750rpm,340.0
2899,400Nm@1750-2500rpm,400.0
2900,250Nm@1500-2750rpm,250.0
2901,151Nm@4850rpm,151.0
2902,320nm@1650-4000rpm,320.0
2903,113Nm@4400rpm,113.0
2904,151Nm@4850rpm,151.0
2905,115Nm@4200rpm,115.0
2906,95.2nm@4000rpm,95.2
2907,110Nm@3000-4300rpm,110.0
2909,113Nm@4200rpm,113.0
2910,109Nm@4500rpm,109.0
2911,240Nm@1750rpm,240.0
2912,213Nm@4500rpm,213.0
2914,400Nm@1750-2500rpm,400.0
2916,245nm@4000rpm,245.0
2917,480nm@1500-2400rpm,480.0
2918,380Nm@1750-2750rpm,380.0
2919,320nm@1650-4000rpm,320.0
2920,320Nm@1700-2700rpm,320.0
2921,220Nm@1500-2700rpm,220.0
2922,84Nm@3500rpm,84.0
2923,113.8nm@4000rpm,113.8
2924,178Nm@1750-4500rpm,178.0
2925,151Nm@4850rpm,151.0
2926,200Nm@1250-3000rpm,200.0
2927,113Nm@4200rpm,113.0
2928,450Nm@1380-5000rpm,450.0
2929,151Nm@4850rpm,151.0
2930,250nm@1500-2750rpm,250.0
2931,350Nm@1450-4800rpm,350.0
2932,114Nm@4000rpm,114.0
2933,360Nm@1750-2800rpm,360.0
2934,259.9Nm@1900-2750rpm,259.9
2935,113Nm@4200rpm,113.0
2936,114Nm@4000rpm,114.0
2937,250nm@1600-3600rpm,250.0
2938,113Nm@3300rpm,113.0
2939,109Nm@4500rpm,109.0
2940,111.7Nm@4000rpm,111.7
2941,173Nm@4000rpm,173.0
2942,113Nm@4200rpm,113.0
2943,113Nm@4200rpm,113.0
2944,113Nm@4200rpm,113.0
2945,360Nm@1200-3400rpm,360.0
2946,114Nm@4000rpm,114.0
2947,84Nm@3500rpm,84.0
2948,242nm@1500-3200rpm,242.0
2949,250nm@1500-2750rpm,250.0
2950,113Nm@4200rpm,113.0
2951,132Nm@3000rpm,132.0
2952,90Nm@3500rpm,90.0
2953,380nm@1800-2800rpm,380.0
2954,151Nm@4850rpm,151.0
2955,190Nm@2000rpm,190.0
2956,320Nm@1500-2800rpm,320.0
2957,113Nm@4200rpm,113.0
2958,114Nm@4000rpm,114.0
2959,320Nm@1600-2800rpm,320.0
2960,200Nm@1750rpm,200.0
2961,343Nm@1400-2800rpm,343.0
2962,136.8Nm@4400rpm,136.8
2963,95Nm@3000-4300rpm,95.0
2964,114Nm@3500rpm,114.0
2965,113Nm@4200rpm,113.0
2966,380Nm@1750-2500rpm,380.0
2967,84.33Nm@4500 rpm,84.33
2968,90Nm@3500rpm,90.0
2969,90Nm@3500rpm,90.0
2970,600Nm@1200-3200rpm,600.0
2971,109Nm@4500rpm,109.0
2972,209Nm@2000rpm,209.0
2973,248Nm@2250rpm,248.0
2974,72Nm@4250rpm,72.0
2975,145Nm@4600rpm,145.0
2976,380Nm@1750-2500rpm,380.0
2977,113Nm@4200rpm,113.0
2978,560Nm@1500-3000rpm,560.0
2979,113Nm@4200rpm,113.0
2980,117nm@4000rpm,117.0
2981,111.7Nm@4000rpm,111.7
2982,500Nm@1600-1800rpm,500.0
2983,122Nm@4400rpm,122.0
2984,115Nm@4000rpm,115.0
2985,113Nm@4200rpm,113.0
2986,250Nm@1500-2750rpm,250.0
2987,114Nm@4000rpm,114.0
2988,350Nm@1750-2500rpm,350.0
2989,115Nm@4000rpm,115.0
2990,113Nm@3300rpm,113.0
2991,96Nm@3500rpm,96.0
2992,200Nm@1750rpm,200.0
2993,400Nm@3000rpm,400.0
2994,113Nm@4400rpm,113.0
2995,380Nm@1750-2500rpm,380.0
2996,480nm@1500-2400rpm,480.0
2997,192.2Nm@4000rpm,192.2
2998,113Nm@4400rpm,113.0
2999,245nm@4000rpm,245.0
3000,400Nm@1750-3000rpm,400.0
3001,115 Nm @ 4500 rpm,115.0
3003,173Nm@4000rpm,173.0
3004,72Nm@4386rpm,72.0
3005,145Nm@4600rpm,145.0
3006,72Nm@4386rpm,72.0
3007,99.04Nm@4500rpm,99.04
3008,114Nm@3500rpm,114.0
3009,114Nm@4000rpm,114.0
3010,91Nm@4250rpm,91.0
3011,114Nm@3500rpm,114.0
3012,115Nm@4000rpm,115.0
3013,90Nm@3500rpm,90.0
3014,360Nm@1750-2800rpm,360.0
3015,113Nm@4200rpm,113.0
3016,99.04Nm@4500rpm,99.04
3017,72Nm@4386rpm,72.0
3018,109Nm@4500rpm,109.0
3021,109Nm@4500rpm,109.0
3024,149Nm@4500rpm,149.0
3025,74.5Nm@4000rpm,74.5
3026,320Nm@1500-3000rpm,320.0
3027,300Nm@1200-1400rpm,300.0
3028,190Nm@2000rpm,190.0
3029,113Nm@4200rpm,113.0
3030,151Nm@4850rpm,151.0
3031,111.7Nm@4000rpm,111.7
3032,113Nm@4200rpm,113.0
3033,138nm@4400rpm,138.0
3034,109Nm@4500rpm,109.0
3035,115Nm@4000rpm,115.0
3036,205Nm@1750-3250rpm,205.0
3037,113Nm@3300rpm,113.0
3038,114Nm@4000rpm,114.0
3039,146Nm@4800rpm,146.0
3040,110Nm@3750rpm,110.0
3041,111.7Nm@4000rpm,111.7
3042,115Nm@4000rpm,115.0
3043,151Nm@4850rpm,151.0
3044,90Nm@3500rpm,90.0
3045,145Nm@4600rpm,145.0
3046,245nm@4000rpm,245.0
3047,146Nm@4800rpm,146.0
3048,400Nm@2000-2500rpm,400.0
3049,113Nm@4200rpm,113.0
3051,110Nm@3000-4300rpm,110.0
3052,170Nm@1800-2400rpm,170.0
3053,110Nm@4800rpm,110.0
3054,175Nm@1500-4100rpm,175.0
3055,113Nm@4200rpm,113.0
3056,145Nm@4600rpm,145.0
3057,90Nm@3500rpm,90.0
3058,380Nm@1750-2500rpm,380.0
3059,114.7Nm@4000rpm,114.7
3060,350Nm@1450-4800rpm,350.0
3061,300Nm@1600-3000rpm,300.0
3062,172Nm@1500-4000rpm,172.0
3063,113Nm@4200rpm,113.0
3064,400Nm@1500-4000rpm,400.0
3065,113Nm@4400rpm,113.0
3067,170Nm@1750-4000rpm,170.0
3068,330Nm@1600-2800rpm,330.0
3069,110Nm@4800rpm,110.0
3070,219.7Nm@1500-2750rpm,219.7
3071,114.7Nm@4000rpm,114.7
3072,400Nm@1500-4000rpm,400.0
3073,95Nm@3500rpm,95.0
3074,74.5Nm@4000rpm,74.5
3075,104Nm@3100rpm,104.0
3076,500Nm@1600-2400rpm,500.0
3077,90Nm@3500rpm,90.0
3078,90Nm@3500rpm,90.0
3079,490Nm@1600rpm,490.0
3080,335Nm@4600rpm,335.0
3081,154.9Nm@4200rpm,154.9
3082,320Nm@1750-3000rpm,320.0
3083,151NM@4850rpm,151.0
3084,138nm@4400rpm,138.0
3085,226Nm @ 4100rpm,226.0
3086,200Nm@1750rpm,200.0
3087,300Nm@1200-4000rpm,300.0
3088,259.9Nm@1900-2750rpm,259.9
3089,110Nm@4800rpm,110.0
3090,440Nm@1750-2750rpm,440.0
3091,109Nm@4500rpm,109.0
3092,110Nm@4800rpm,110.0
3093,259.9Nm@1900-2750rpm,259.9
3094,153Nm@3800rpm,153.0
3095,205Nm@1750-3250rpm,205.0
3096,115Nm@4000rpm,115.0
3097,113Nm@4200rpm,113.0
3098,115Nm@4000rpm,115.0
3099,280Nm@1800-2800rpm,280.0
3100,109Nm@4500rpm,109.0
3101,114.7Nm@4000rpm,114.7
3102,109Nm@4500rpm,109.0
3103,113.8nm@4000rpm,113.8
3104,154.9Nm@4200rpm,154.9
3105,69Nm@3500rpm,69.0
3106,78Nm@3500rpm,78.0
3107,600Nm@1750-2250rpm,600.0
3108,90Nm@3500rpm,90.0
3109,115Nm@4000rpm,115.0
3110,140Nm@1800-3000rpm,140.0
3111,360Nm@1500–2500rpm,360.0
3112,360Nm@1200-3400rpm,360.0
3113,145Nm@4600rpm,145.0
3114,250Nm@1250-5000rpm,250.0
3116,151Nm@4850rpm,151.0
3117,360Nm@1400-3200rpm,360.0
3118,200Nm@1750rpm,200.0
3119,500Nm@1370-4500rpm,500.0
3120,259.9Nm@1900-2750rpm,259.9
3121,151Nm@4850rpm,151.0
3122,245nm@4000rpm,245.0
3123,400Nm@1550-4400rpm,400.0
3124,130Nm@4000rpm,130.0
3125,619Nm@1600-2400rpm,619.0
3126,145Nm@4300rpm,145.0
3127,145Nm@4600rpm,145.0
3128,380Nm@1750-2500rpm,380.0
3129,96Nm@3500rpm,96.0
3130,580Nm@1400-3250rpm,580.0
3131,350Nm@1750-2500rpm,350.0
3134,145Nm@4600rpm,145.0
3135,300Nm@1600-2800rpm,300.0
3136,113Nm@4200rpm,113.0
3138,200Nm@1750rpm,200.0
3139,500Nm@1600-2400rpm,500.0
3140,134.2nm@4000rpm,134.2
3141,145Nm@4600rpm,145.0
3143,440Nm@1500-3000rpm,440.0
3144,140Nm@4400rpm,140.0
3145,114.74Nm@4200rpm,114.74
3146,115Nm@4000rpm,115.0
3147,280Nm@1250-4600rpm,280.0
3148,430Nm@1400rpm,430.0
3149,113Nm@4400rpm,113.0
3150,360Nm@1400-3200rpm,360.0
3152,130Nm@4000rpm,130.0
3153,320Nm@1400-3700rpm,320.0
3154,115Nm@4000rpm,115.0
3155,172Nm@1500-4000rpm,172.0
3156,114Nm@3500rpm,114.0
3157,74.5Nm@4000rpm,74.5
3158,110Nm@4800rpm,110.0
3159,370Nm@1600-4500rpm,370.0
3161,151Nm@4850rpm,151.0
3162,600Nm@1200-3200rpm,600.0
3163,380Nm@1750-2750rpm,380.0
3164,120Nm@4250rpm,120.0
3166,145Nm@4600rpm,145.0
3167,400Nm@1750-2500rpm,400.0
3168,110Nm@4800rpm,110.0
3169,250nm@1600-3600rpm,250.0
3171,335Nm@4600rpm,335.0
3172,400Nm@3000rpm,400.0
3173,300Nm@1600-3000rpm,300.0
3174,300Nm@1600-4000rpm,300.0
3175,600Nm@1500-3000rpm,600.0
3176,110Nm@4800rpm,110.0
3177,300Nm@1200-4000rpm,300.0
3178,120Nm@4250rpm,120.0
3179,600Nm@1500-3000rpm,600.0
3180,500Nm@1600-1800rpm,500.0
3181,145Nm@4600rpm,145.0
3182,144Nm@4400rpm,144.0
3183,470Nm@1750-2500rpm,470.0
3184,151NM@4850rpm,151.0
3186,215Nm@1750-2500rpm,215.0
3187,200Nm@1750rpm,200.0
3189,360Nm@1750-2800rpm,360.0
3190,113Nm@4200rpm,113.0
3191,550Nm@1750-2750pm,550.0
3192,400Nm@1750-2500rpm,400.0
3193,380Nm@1750-3000rpm,380.0
3194,350Nm@1750-2500rpm,350.0
3195,138Nm@4400rpm,138.0
3196,150Nm@4500rpm,150.0
3197,343Nm@1400-2800rpm,343.0
3198,115Nm@4000rpm,115.0
3200,109Nm@4500rpm,109.0
3201,95Nm@3000-4300rpm,95.0
3202,360Nm@1200-3400rpm,360.0
3203,99.04Nm@4500rpm,99.04
3204,130Nm@4000rpm,130.0
3205,550Nm@1750-2750rpm,550.0
3206,130Nm@4000rpm,130.0
3208,350Nm@1750-2500rpm,350.0
3209,350Nm@1750-2500rpm,350.0
3210,200Nm@1750rpm,200.0
3212,110Nm@4800rpm,110.0
3213,200Nm@1750rpm,200.0
3214,130Nm@4000rpm,130.0
3215,450Nm@1500-5200rpm,450.0
3216,110Nm@4800rpm,110.0
3217,113Nm@4200rpm,113.0
3218,245Nm@1750rpm,245.0
3221,99Nm@4500 rpm,99.0
3222,90Nm@3500rpm,90.0
3223,600Nm@1200-3200rpm,600.0
3224,114Nm@4000rpm,114.0
3225,145Nm@4600rpm,145.0
3226,250Nm@1500-2750rpm,250.0
3227,200Nm@1750rpm,200.0
3230,122Nm@4400rpm,122.0
3231,500Nm@1600-1800rpm,500.0
3232,111.7Nm@4000rpm,111.7
3233,95@4000rpm,95.0
3234,111.7Nm@4000rpm,111.7
3236,109Nm@4500rpm,109.0
3237,250nm@1500-2750rpm,250.0
3238,115Nm@4000rpm,115.0
3239,173Nm@4000rpm,173.0
3240,190Nm@2000rpm,190.0
3241,114.73Nm@4000rpm,114.73
3242,380Nm@1750-2500rpm,380.0
3243,700nm@2000-4000rpm,700.0
3244,110Nm@4800rpm,110.0
3245,90Nm@3500rpm,90.0
3246,115Nm@4000rpm,115.0
3248,173Nm@4000rpm,173.0
3249,140Nm@1800-3000rpm,140.0
3250,173Nm@4000rpm,173.0
3253,151Nm@4850rpm,151.0
3254,113Nm@4200rpm,113.0
3255,350Nm@1750-2500rpm,350.0
3256,114Nm@4000rpm,114.0
3257,170Nm@1800-2400rpm,170.0
3258,113Nm@4400rpm,113.0
3259,400Nm@1750-2500rpm,400.0
3260,250Nm@1750-2500rpm,250.0
3261,78Nm@3500rpm,78.0
3262,91Nm@4250rpm,91.0
3263,300Nm@1200-4000rpm,300.0
3264,95Nm@3500rpm,95.0
3265,113Nm@4200rpm,113.0
3266,113.7Nm@4000rpm,113.7
3267,300Nm@1200-4000rpm,300.0
3268,330Nm@1600-2800rpm,330.0
3269,213Nm@4500rpm,213.0
3270,213Nm@4500rpm,213.0
3271,145Nm@4600rpm,145.0
3272,84Nm@3500rpm,84.0
3273,122Nm@4400rpm,122.0
3274,125Nm@2000rpm,125.0
3275,470Nm@1750-2500rpm,470.0
3277,500Nm@1600-1800rpm,500.0
3278,110Nm@4800rpm,110.0
3279,475Nm@2250-5000rpm,475.0
3280,78Nm@3500rpm,78.0
3281,154.9Nm@4200rpm,154.9
3282,153Nm@3800rpm,153.0
3283,620Nm@1600-2400rpm,620.0
3285,190Nm@4300rpm,190.0
3286,200Nm@1750rpm,200.0
3288,114Nm@3500rpm,114.0
3289,450Nm@1600-2400rpm,450.0
3290,320Nm@1650-4000rpm,320.0
3291,380Nm@1750-2500rpm,380.0
3292,114Nm@4000rpm,114.0
3293,113Nm@4400rpm,113.0
3294,"8.6@3,500 (kgm@rpm)",84.28
3295,600Nm@1200-3200rpm,600.0
3296,119Nm@4250rpm,119.0
3297,320nm@1650-4000rpm,320.0
3298,82.1Nm@3400rpm,82.1
3299,343Nm@1400-2800rpm,343.0
3300,280Nm@1250rpm,280.0
3301,111.7Nm@4000rpm,111.7
